집계일자,집계시,입출구구분코드,TCS하이패스구분코드,고속도로운영기관구분코드,영업형태구분코드,1종교통량,2종교통량,3종교통량,4종교통량,5종교통량,6종교통량,총교통량,
20210406,06,0,2,01,0,3205,186,238,318,621,75,4643,
20210406,06,0,2,34,0,2074,97,149,62,104,76,2562,
20210406,06,0,2,11,0,6540,234,279,138,238,361,7790,
20210406,06,0,2,18,0,3858,284,369,210,641,201,5563,
20210406,06,0,2,28,0,4307,153,89,44,62,225,4880,
20210406,06,0,2,37,0,473,20,11,24,218,50,796,
20210406,06,0,2,46,0,134,5,14,25,58,6,242,
20210406,06,1,1,00,0,9172,623,1460,2228,810,792,15085,
20210406,06,1,1,00,1,2778,160,438,392,347,310,4425,
20210406,06,1,1,24,1,75,4,9,0,0,1,89,
20210406,06,1,1,10,0,317,17,26,25,4,34,423,
20210406,06,1,1,10,1,17,1,2,2,2,5,29,
20210406,06,1,1,44,0,241,31,53,44,14,30,413,
20210406,06,1,1,44,1,57,0,0,0,1,5,63,
20210406,06,1,1,08,0,299,16,32,94,52,48,541,
20210406,06,1,1,08,1,129,4,7,12,6,4,162,
20210406,06,1,1,26,1,156,3,4,3,7,28,201,
20210406,06,1,1,43,1,356,17,36,33,14,27,483,
20210406,06,1,1,01,0,116,16,24,57,21,14,248,
20210406,06,1,1,34,0,120,6,10,18,3,9,166,
20210406,06,1,1,11,0,518,38,94,47,45,93,835,
20210406,06,1,1,18,0,298,23,74,114,48,35,592,
20210406,06,1,1,28,0,312,17,24,10,5,39,407,
20210406,06,1,1,37,0,63,7,12,35,20,11,148,
20210406,06,1,1,46,0,9,1,3,2,1,0,16,
20210406,06,1,2,00,0,76593,4748,4292,4699,9528,3138,102998,
20210406,06,1,2,00,1,28131,1218,835,641,1341,1152,33318,
20210406,06,1,2,10,0,3575,150,119,73,96,174,4187,
20210406,06,1,2,10,1,142,8,6,7,24,3,190,
20210406,06,1,2,44,0,2340,131,71,101,332,109,3084,
20210406,06,1,2,44,1,640,11,20,3,4,34,712,
20210406,06,1,2,27,1,890,32,10,6,25,83,1046,
20210406,06,1,2,08,0,2103,75,79,125,528,151,3061,
20210406,06,1,2,08,1,141,3,1,1,1,2,149,
20210406,06,1,2,26,1,696,8,6,0,0,122,832,
20210406,06,1,2,43,1,3629,105,42,51,113,163,4103,
20210406,06,1,2,01,0,3142,185,225,350,676,61,4639,
20210406,06,1,2,34,0,2057,83,120,52,124,71,2507,
20210406,06,1,2,11,0,5501,234,260,124,239,296,6654,
20210406,06,1,2,18,0,3038,230,336,293,751,158,4806,
20210406,06,1,2,28,0,3035,132,83,66,51,163,3530,
20210406,06,1,2,37,0,448,27,11,52,151,49,738,
20210406,06,1,2,46,0,135,7,11,37,52,4,246,
20210406,07,0,1,00,0,17352,1097,2416,1652,576,275,23368,
20210406,07,0,1,00,1,3769,163,294,159,102,566,5053,
20210406,07,0,1,10,0,443,17,34,31,6,10,541,
20210406,07,0,1,10,1,82,3,8,2,2,18,115,
20210406,07,0,1,44,0,488,32,73,33,11,103,740,
20210406,07,0,1,44,1,14,2,2,0,0,3,21,
20210406,07,0,1,08,0,645,28,62,57,73,5,870,
20210406,07,0,1,08,1,53,2,9,4,4,0,72,
20210406,07,0,1,26,1,184,1,9,3,3,27,227,
20210406,07,0,1,43,1,63,2,3,1,2,3,74,
20210406,07,0,1,01,0,187,11,41,42,9,1,291,
20210406,07,0,1,34,0,167,12,13,14,4,3,213,
20210406,07,0,1,11,0,846,37,90,35,8,42,1058,
20210406,07,0,1,18,0,395,36,111,80,39,4,665,
20210406,07,0,1,28,0,432,18,23,9,3,42,527,
20210406,07,0,1,37,0,98,4,13,27,12,7,161,
20210406,07,0,1,46,0,20,0,3,8,2,2,35,
20210406,07,0,2,00,0,154315,5278,6522,3524,8508,8666,186813,
20210406,07,0,2,00,1,37862,928,926,350,744,2387,43197,
20210406,07,0,2,24,1,85,6,4,0,0,1,96,
20210406,07,0,2,10,0,4671,165,158,70,91,315,5470,
20210406,07,0,2,10,1,1211,17,11,8,21,89,1357,
20210406,07,0,2,44,0,5173,167,115,102,372,489,6418,
20210406,07,0,2,44,1,142,2,5,2,2,18,171,
20210406,07,0,2,27,1,2515,28,29,6,43,184,2805,
20210406,07,0,2,08,0,5159,72,133,82,552,302,6300,
20210406,07,0,2,08,1,9,0,1,0,0,2,12,
20210406,07,0,2,26,1,1045,9,3,0,1,138,1196,
20210406,07,0,2,43,1,1110,5,8,3,6,60,1192,
20210406,07,0,2,01,0,5027,178,343,251,529,161,6489,
20210406,07,0,2,34,0,2677,78,124,31,102,151,3163,
20210406,07,0,2,11,0,8211,218,219,139,224,539,9550,
20210406,07,0,2,18,0,3798,285,269,172,673,195,5392,
20210406,07,0,2,28,0,5845,99,71,52,55,468,6590,
20210406,07,0,2,37,0,883,32,20,34,195,109,1273,
20210406,07,0,2,46,0,322,18,28,17,52,6,443,
20210406,07,1,1,00,0,15008,1047,2407,2136,861,1696,23155,
20210406,07,1,1,00,1,3349,147,380,254,169,437,4736,
20210406,07,1,1,24,1,193,5,11,0,0,5,214,
20210406,07,1,1,10,0,384,13,30,34,5,42,508,
20210406,07,1,1,10,1,32,4,3,0,0,1,40,
20210406,07,1,1,44,0,443,31,80,44,19,59,676,
20210406,07,1,1,44,1,49,2,6,1,0,10,68,
20210406,07,1,1,08,0,489,27,81,107,58,67,829,
20210406,07,1,1,08,1,96,7,8,10,9,0,130,
20210406,07,1,1,26,1,225,11,8,27,17,47,335,
20210406,07,1,1,43,1,427,11,30,16,8,64,556,
20210406,07,1,1,01,0,187,11,55,57,17,15,342,
20210406,07,1,1,34,0,164,7,19,15,3,11,219,
20210406,07,1,1,11,0,1017,40,80,46,19,123,1325,
20210406,07,1,1,18,0,358,31,120,117,46,59,731,
20210406,07,1,1,28,0,343,15,29,14,5,55,461,
20210406,07,1,1,37,0,106,3,19,40,34,17,219,
20210406,07,1,1,46,0,30,0,6,7,2,2,47,
20210406,07,1,2,00,0,134631,5650,6825,4453,10200,7472,169231,
20210406,07,1,2,00,1,35741,1044,934,571,1079,1992,41361,
20210406,07,1,2,10,0,4269,154,131,61,96,283,4994,
20210406,07,1,2,10,1,280,6,5,3,27,37,358,
20210406,07,1,2,44,0,4226,170,95,103,413,320,5327,
20210406,07,1,2,44,1,625,7,14,1,4,48,699,
20210406,07,1,2,27,1,1818,18,17,8,12,162,2035,
20210406,07,1,2,08,0,4270,104,106,119,583,274,5456,
20210406,07,1,2,08,1,98,1,2,0,1,6,108,
20210406,07,1,2,26,1,1064,11,3,1,1,140,1220,
20210406,07,1,2,43,1,5499,97,43,40,71,319,6069,
20210406,07,1,2,01,0,5015,194,363,251,628,153,6604,
20210406,07,1,2,34,0,2794,79,115,45,101,128,3262,
20210406,07,1,2,11,0,8005,219,199,119,246,504,9292,
20210406,07,1,2,18,0,3883,265,333,249,720,200,5650,
20210406,07,1,2,28,0,4890,100,77,50,41,415,5573,
20210406,07,1,2,37,0,920,37,28,74,212,103,1374,
20210406,07,1,2,46,0,345,23,31,16,56,13,484,
20210406,08,0,1,00,0,18105,1167,3228,2231,775,286,25792,
20210406,08,0,1,00,1,3667,180,373,181,107,557,5065,
20210406,08,0,1,10,0,438,14,42,25,2,10,531,
20210406,08,0,1,10,1,80,4,2,12,2,12,112,
20210406,08,0,1,44,0,478,44,85,36,19,101,763,
20210406,08,0,1,44,1,21,2,1,0,0,2,26,
20210406,08,0,1,08,0,707,32,81,111,68,8,1007,
20210406,08,0,1,08,1,47,7,5,12,6,0,77,
20210406,08,0,1,26,1,207,2,11,34,17,53,324,
20210406,08,0,1,43,1,72,1,3,3,1,1,81,
20210406,08,0,1,01,0,261,15,50,62,17,4,409,
20210406,08,0,1,34,0,155,5,23,17,2,1,203,
20210406,08,0,1,11,0,784,49,112,70,22,43,1080,
20210406,08,0,1,18,0,312,53,157,145,50,6,723,
20210406,08,0,1,28,0,460,17,37,20,5,56,595,
20210406,08,0,1,37,0,126,11,44,35,27,5,248,
20210406,08,0,1,46,0,30,0,10,4,1,2,47,
20210406,08,0,2,00,0,143784,6195,5881,4535,10954,8066,179415,
20210406,08,0,2,00,1,35627,1064,800,483,993,2276,41243,
20210406,08,0,2,24,1,98,5,15,0,0,6,124,
20210406,08,0,2,10,0,4796,130,123,65,91,331,5536,
20210406,08,0,2,10,1,931,33,8,30,38,90,1130,
20210406,08,0,2,44,0,5581,227,116,122,493,581,7120,
20210406,08,0,2,44,1,249,6,7,0,2,13,277,
20210406,08,0,2,27,1,3056,20,17,11,29,257,3390,
20210406,08,0,2,08,0,4873,104,134,101,626,295,6133,
20210406,08,0,2,08,1,18,0,1,1,1,0,21,
20210406,08,0,2,26,1,1116,5,3,1,3,143,1271,
20210406,08,0,2,43,1,1024,9,6,3,8,57,1107,
20210406,08,0,2,01,0,6028,195,410,247,566,155,7601,
20210406,08,0,2,34,0,2646,86,109,34,115,160,3150,
20210406,08,0,2,11,0,7747,276,186,165,297,517,9188,
20210406,08,0,2,18,0,3944,414,380,304,910,189,6141,
20210406,08,0,2,28,0,5324,134,81,52,54,399,6044,
20210406,08,0,2,37,0,833,43,30,82,243,113,1344,
20210406,08,0,2,46,0,378,28,30,31,96,10,573,
20210406,08,1,1,00,0,17124,1035,2786,2073,779,2262,26059,
20210406,08,1,1,00,1,3308,190,314,246,132,473,4663,
20210406,08,1,1,24,1,176,12,28,0,0,7,223,
20210406,08,1,1,10,0,335,13,31,29,6,57,471,
20210406,08,1,1,10,1,44,4,3,1,0,6,58,
20210406,08,1,1,44,0,517,34,56,36,15,104,762,
20210406,08,1,1,44,1,84,4,3,0,0,12,103,
20210406,08,1,1,08,0,525,30,61,105,56,90,867,
20210406,08,1,1,08,1,142,4,2,27,5,0,180,
20210406,08,1,1,26,1,269,11,10,30,18,40,378,
20210406,08,1,1,43,1,467,14,34,21,12,82,630,
20210406,08,1,1,01,0,246,13,61,45,12,15,392,
20210406,08,1,1,34,0,121,8,22,9,6,19,185,
20210406,08,1,1,11,0,1037,44,109,62,38,129,1419,
20210406,08,1,1,18,0,309,50,170,122,58,50,759,
20210406,08,1,1,28,0,378,15,33,19,5,58,508,
20210406,08,1,1,37,0,104,13,42,37,29,26,251,
20210406,08,1,1,46,0,26,0,4,2,1,6,39,
20210406,08,1,2,00,0,149313,5624,6061,4142,10343,9005,184488,
20210406,08,1,2,00,1,34884,995,744,560,1062,2076,40321,
20210406,08,1,2,10,0,4340,125,129,57,87,324,5062,
20210406,08,1,2,10,1,499,8,6,1,21,44,579,
20210406,08,1,2,44,0,5441,174,117,93,468,528,6821,
20210406,08,1,2,44,1,649,7,15,4,5,46,726,
20210406,08,1,2,27,1,2427,34,13,17,47,272,2810,
20210406,08,1,2,08,0,4616,106,102,121,466,338,5749,
20210406,08,1,2,08,1,138,1,0,0,0,14,153,
20210406,08,1,2,26,1,1107,6,4,0,1,147,1265,
20210406,08,1,2,43,1,5670,108,39,34,76,368,6295,
20210406,08,1,2,01,0,6024,183,429,238,587,151,7612,
20210406,08,1,2,34,0,2603,83,118,37,114,146,3101,
20210406,08,1,2,11,0,8096,251,195,169,277,563,9551,
20210406,08,1,2,18,0,4045,369,372,293,850,220,6149,
20210406,08,1,2,28,0,4578,121,46,37,44,367,5193,
20210406,08,1,2,37,0,855,43,29,122,293,111,1453,
20210406,08,1,2,46,0,480,27,33,28,79,19,666,
20210406,09,0,1,00,0,18825,1234,3875,2881,982,331,28128,
20210406,09,0,1,00,1,3864,213,404,260,170,580,5491,
20210406,09,0,1,10,0,516,21,42,32,7,15,633,
20210406,09,0,1,10,1,65,1,8,10,0,11,95,
20210406,09,0,1,44,0,541,39,93,40,22,80,815,
20210406,09,0,1,44,1,26,0,1,0,0,7,34,
20210406,09,0,1,08,0,728,44,112,178,88,7,1157,
20210406,09,0,1,08,1,65,7,6,30,4,1,113,
20210406,09,0,1,26,1,202,10,18,37,23,44,334,
20210406,09,0,1,43,1,71,0,4,1,0,3,79,
20210406,09,0,1,01,0,248,19,71,87,20,3,448,
20210406,09,0,1,34,0,139,3,25,23,3,3,196,
20210406,09,0,1,11,0,835,53,147,63,29,39,1166,
20210406,09,0,1,18,0,432,95,234,229,102,12,1104,
20210406,09,0,1,28,0,373,25,26,14,2,50,490,
20210406,09,0,1,37,0,127,16,64,76,37,3,323,
20210406,09,0,1,46,0,26,2,10,7,3,2,50,
20210406,09,0,2,00,0,123110,6809,5827,5308,12839,5665,159558,
20210406,09,0,2,00,1,31786,1193,702,598,1336,1958,37573,
20210406,09,0,2,24,1,108,6,21,0,0,4,139,
20210406,09,0,2,10,0,5240,157,117,69,116,298,5997,
20210406,09,0,2,10,1,674,18,6,41,41,46,826,
20210406,09,0,2,44,0,4604,272,119,135,466,365,5961,
20210406,09,0,2,44,1,146,1,5,2,0,10,164,
20210406,09,0,2,27,1,2093,41,10,25,47,156,2372,
20210406,09,0,2,08,0,3877,118,138,160,742,204,5239,
20210406,09,0,2,08,1,36,2,0,0,0,1,39,
20210406,09,0,2,26,1,787,7,3,0,1,89,887,
20210406,09,0,2,43,1,790,9,2,3,5,41,850,
20210406,09,0,2,01,0,6342,259,425,374,673,150,8223,
20210406,09,0,2,34,0,2563,116,132,40,112,116,3079,
20210406,09,0,2,11,0,7109,334,210,225,410,400,8688,
20210406,09,0,2,18,0,4377,500,502,370,1083,174,7006,
20210406,09,0,2,28,0,4271,136,55,41,92,302,4897,
20210406,09,0,2,37,0,689,64,39,131,339,41,1303,
20210406,09,0,2,46,0,411,34,30,35,98,11,619,
20210406,09,1,1,00,0,16985,1132,3123,2193,788,1887,26108,
20210406,09,1,1,00,1,3810,172,344,292,142,532,5292,
20210406,09,1,1,24,1,187,9,9,0,0,4,209,
20210406,09,1,1,10,0,372,22,47,31,3,52,527,
20210406,09,1,1,10,1,40,2,4,7,2,4,59,
20210406,09,1,1,44,0,473,29,79,40,14,75,710,
20210406,09,1,1,44,1,57,1,0,0,0,7,65,
20210406,09,1,1,08,0,548,46,73,150,64,65,946,
20210406,09,1,1,08,1,151,5,1,24,10,2,193,
20210406,09,1,1,26,1,232,12,12,27,18,53,354,
20210406,09,1,1,43,1,470,15,37,21,9,86,638,
20210406,09,1,1,01,0,205,7,53,49,19,12,345,
20210406,09,1,1,34,0,138,7,21,19,2,12,199,
20210406,09,1,1,11,0,830,58,145,82,32,100,1247,
20210406,09,1,1,18,0,348,66,186,185,78,39,902,
20210406,09,1,1,28,0,383,23,24,20,4,74,528,
20210406,09,1,1,37,0,123,18,54,52,30,22,299,
20210406,09,1,1,46,0,33,0,4,4,0,5,46,
20210406,09,1,2,00,0,113163,6403,5629,4346,11219,5507,146267,
20210406,09,1,2,00,1,30988,1195,749,621,1172,1978,36703,
20210406,09,1,2,10,0,4227,165,119,77,127,270,4985,
20210406,09,1,2,10,1,334,11,3,27,30,26,431,
20210406,09,1,2,44,0,3748,181,106,112,402,273,4822,
20210406,09,1,2,44,1,470,6,7,3,3,31,520,
20210406,09,1,2,27,1,1797,22,11,28,55,151,2064,
20210406,09,1,2,08,0,3406,169,120,133,479,192,4499,
20210406,09,1,2,08,1,117,3,0,0,0,13,133,
20210406,09,1,2,26,1,798,8,4,1,2,89,902,
20210406,09,1,2,43,1,4709,131,55,53,92,323,5363,
20210406,09,1,2,01,0,6234,216,412,344,583,151,7940,
20210406,09,1,2,34,0,2513,112,138,40,126,114,3043,
20210406,09,1,2,11,0,7060,323,216,227,404,400,8630,
20210406,09,1,2,18,0,3851,497,502,360,1049,166,6425,
20210406,09,1,2,28,0,4139,145,59,38,79,303,4763,
20210406,09,1,2,37,0,619,55,30,96,282,37,1119,
20210406,09,1,2,46,0,439,32,26,39,96,6,638,
20210406,10,0,1,00,0,19004,1092,3532,3006,1076,326,28036,
20210406,10,0,1,00,1,3890,215,412,363,218,475,5573,
20210406,10,0,1,10,0,665,16,37,28,9,17,772,
20210406,10,0,1,10,1,47,5,3,10,0,9,74,
20210406,10,0,1,44,0,477,35,102,66,20,83,783,
20210406,10,0,1,44,1,15,1,0,0,0,4,20,
20210406,10,0,1,08,0,729,40,104,166,87,17,1143,
20210406,10,0,1,08,1,92,5,3,24,5,0,129,
20210406,10,0,1,26,1,210,4,19,29,26,33,321,
20210406,10,0,1,43,1,77,4,1,6,5,2,95,
20210406,10,0,1,01,0,186,10,79,75,27,4,381,
20210406,10,0,1,34,0,169,7,29,16,4,3,228,
20210406,10,0,1,11,0,693,42,163,82,27,32,1039,
20210406,10,0,1,18,0,458,103,227,234,89,21,1132,
20210406,10,0,1,28,0,410,21,30,18,5,44,528,
20210406,10,0,1,37,0,114,21,68,72,33,7,315,
20210406,10,0,1,46,0,13,2,10,8,1,1,35,
20210406,10,0,2,00,0,120740,6364,5268,5145,12716,4819,155052,
20210406,10,0,2,00,1,28809,1238,667,679,1357,1764,34514,
20210406,10,0,2,24,1,178,4,15,0,0,3,200,
20210406,10,0,2,10,0,6207,140,109,79,133,272,6940,
20210406,10,0,2,10,1,570,18,6,38,39,33,704,
20210406,10,0,2,44,0,4239,236,119,138,453,276,5461,
20210406,10,0,2,44,1,127,2,7,1,1,4,142,
20210406,10,0,2,27,1,1748,26,13,22,45,102,1956,
20210406,10,0,2,08,0,3931,139,117,181,689,163,5220,
20210406,10,0,2,08,1,62,3,0,0,0,1,66,
20210406,10,0,2,26,1,708,4,6,0,0,57,775,
20210406,10,0,2,43,1,816,9,3,2,3,37,870,
20210406,10,0,2,01,0,6040,230,411,399,788,115,7983,
20210406,10,0,2,34,0,3263,94,121,48,145,105,3776,
20210406,10,0,2,11,0,5845,296,169,182,389,344,7225,
20210406,10,0,2,18,0,4139,475,499,418,1049,164,6744,
20210406,10,0,2,28,0,3987,132,48,48,76,292,4583,
20210406,10,0,2,37,0,649,60,36,114,384,42,1285,
20210406,10,0,2,46,0,399,31,45,40,100,15,630,
20210406,10,1,1,00,0,18617,1116,3409,2658,932,1920,28652,
20210406,10,1,1,00,1,3808,180,410,367,138,530,5433,
20210406,10,1,1,24,1,206,11,11,0,0,2,230,
20210406,10,1,1,10,0,522,18,34,26,9,64,673,
20210406,10,1,1,10,1,50,3,1,10,0,5,69,
20210406,10,1,1,44,0,521,43,79,43,18,81,785,
20210406,10,1,1,44,1,55,0,0,1,0,6,62,
20210406,10,1,1,08,0,614,33,89,151,52,76,1015,
20210406,10,1,1,08,1,268,2,5,30,5,5,315,
20210406,10,1,1,26,1,230,9,7,28,17,49,340,
20210406,10,1,1,43,1,446,14,40,26,7,62,595,
20210406,10,1,1,01,0,204,13,65,63,14,24,383,
20210406,10,1,1,34,0,166,6,25,17,5,17,236,
20210406,10,1,1,11,0,775,46,170,96,36,105,1228,
20210406,10,1,1,18,0,424,77,232,227,72,46,1078,
20210406,10,1,1,28,0,383,21,41,26,5,54,530,
20210406,10,1,1,37,0,92,20,68,42,19,14,255,
20210406,10,1,1,46,0,30,2,4,7,2,1,46,
20210406,10,1,2,00,0,116066,6447,5446,4661,11511,4901,149032,
20210406,10,1,2,00,1,30272,1348,745,732,1292,1791,36180,
20210406,10,1,2,10,0,5174,144,107,79,128,244,5876,
20210406,10,1,2,10,1,299,10,2,31,21,17,380,
20210406,10,1,2,44,0,3950,207,110,123,416,259,5065,
20210406,10,1,2,44,1,430,5,8,1,6,19,469,
20210406,10,1,2,27,1,1472,44,7,21,39,80,1663,
20210406,10,1,2,08,0,3689,104,109,134,538,179,4753,
20210406,10,1,2,08,1,191,2,0,0,0,11,204,
20210406,10,1,2,26,1,665,8,3,0,1,44,721,
20210406,10,1,2,43,1,4344,114,49,52,99,279,4937,
20210406,10,1,2,01,0,6281,238,415,355,717,137,8143,
20210406,10,1,2,34,0,3202,100,120,43,141,96,3702,
20210406,10,1,2,11,0,6373,319,185,198,398,356,7829,
20210406,10,1,2,18,0,3857,472,512,418,1008,136,6403,
20210406,10,1,2,28,0,3710,151,68,54,83,291,4357,
20210406,10,1,2,37,0,632,52,36,88,368,41,1217,
20210406,10,1,2,46,0,420,32,38,35,99,13,637,
20210406,11,0,1,00,0,17506,939,3288,2471,989,302,25495,
20210406,11,0,1,00,1,3671,227,389,359,190,484,5320,
20210406,11,0,1,10,0,683,12,38,20,4,20,777,
20210406,11,0,1,10,1,45,2,0,8,0,9,64,
20210406,11,0,1,44,0,438,35,92,52,21,70,708,
20210406,11,0,1,44,1,12,2,0,0,0,2,16,
20210406,11,0,1,08,0,730,37,80,129,83,11,1070,
20210406,11,0,1,08,1,125,4,1,24,4,0,158,
20210406,11,0,1,26,1,247,1,15,21,15,42,341,
20210406,11,0,1,43,1,70,1,1,2,1,3,78,
20210406,11,0,1,01,0,229,10,74,45,20,3,381,
20210406,11,0,1,34,0,202,4,12,14,3,1,236,
20210406,11,0,1,11,0,758,56,131,90,16,48,1099,
20210406,11,0,1,18,0,422,85,236,207,75,11,1036,
20210406,11,0,1,28,0,409,21,29,33,5,39,536,
20210406,11,0,1,37,0,114,11,63,63,27,4,282,
20210406,11,0,1,46,0,21,2,7,10,0,1,41,
20210406,11,0,2,00,0,109935,5774,4701,4684,11525,4510,141129,
20210406,11,0,2,00,1,26349,1300,666,714,1189,1658,31876,
20210406,11,0,2,24,1,212,8,14,0,0,4,238,
20210406,11,0,2,10,0,6267,140,118,76,119,303,7023,
20210406,11,0,2,10,1,478,14,2,21,32,29,576,
20210406,11,0,2,44,0,3960,235,98,133,411,228,5065,
20210406,11,0,2,44,1,153,2,8,1,0,8,172,
20210406,11,0,2,27,1,1469,33,4,18,47,89,1660,
20210406,11,0,2,08,0,3818,122,105,136,727,152,5060,
20210406,11,0,2,08,1,89,0,0,0,1,6,96,
20210406,11,0,2,26,1,662,6,4,0,1,58,731,
20210406,11,0,2,43,1,613,10,2,3,7,30,665,
20210406,11,0,2,01,0,6422,232,431,412,848,124,8469,
20210406,11,0,2,34,0,3432,117,115,35,173,132,4004,
20210406,11,0,2,11,0,5117,287,184,192,341,291,6412,
20210406,11,0,2,18,0,4148,414,478,413,1013,178,6644,
20210406,11,0,2,28,0,3406,150,55,44,66,224,3945,
20210406,11,0,2,37,0,643,60,23,111,316,30,1183,
20210406,11,0,2,46,0,339,21,30,37,108,11,546,
20210406,11,1,1,00,0,18912,1067,3014,2359,864,1811,28027,
20210406,11,1,1,00,1,3742,195,428,397,214,494,5470,
20210406,11,1,1,24,1,207,9,21,0,0,5,242,
20210406,11,1,1,10,0,549,13,44,19,6,60,691,
20210406,11,1,1,10,1,38,1,2,12,0,5,58,
20210406,11,1,1,44,0,468,38,82,51,18,74,731,
20210406,11,1,1,44,1,49,0,3,0,0,11,63,
20210406,11,1,1,08,0,648,33,59,120,56,83,999,
20210406,11,1,1,08,1,321,6,0,11,7,5,350,
20210406,11,1,1,26,1,202,9,6,5,7,28,257,
20210406,11,1,1,43,1,400,24,26,29,6,58,543,
20210406,11,1,1,01,0,261,8,68,57,20,15,429,
20210406,11,1,1,34,0,208,4,20,14,4,17,267,
20210406,11,1,1,11,0,794,52,133,105,42,113,1239,
20210406,11,1,1,18,0,413,73,222,190,61,33,992,
20210406,11,1,1,28,0,416,15,36,21,2,60,550,
20210406,11,1,1,37,0,112,19,45,53,25,20,274,
20210406,11,1,1,46,0,28,0,3,5,1,2,39,
20210406,11,1,2,00,0,115942,6004,5110,4394,11030,4681,147161,
20210406,11,1,2,00,1,28091,1320,698,684,1320,1680,33793,
20210406,11,1,2,10,0,5700,155,118,80,123,264,6440,
20210406,11,1,2,10,1,304,6,1,26,22,18,377,
20210406,11,1,2,44,0,3830,196,90,111,387,193,4807,
20210406,11,1,2,44,1,414,7,5,3,3,25,457,
20210406,11,1,2,27,1,1487,27,4,18,48,86,1670,
20210406,11,1,2,08,0,3568,107,102,93,518,160,4548,
20210406,11,1,2,08,1,295,0,0,1,3,14,313,
20210406,11,1,2,26,1,718,11,5,0,1,49,784,
20210406,11,1,2,43,1,3640,122,31,52,127,199,4171,
20210406,11,1,2,01,0,6621,220,427,387,817,125,8597,
20210406,11,1,2,34,0,3576,107,122,42,164,125,4136,
20210406,11,1,2,11,0,5556,271,175,166,357,308,6833,
20210406,11,1,2,18,0,3771,424,492,396,987,167,6237,
20210406,11,1,2,28,0,3332,156,50,52,61,215,3866,
20210406,11,1,2,37,0,621,57,28,85,375,29,1195,
20210406,11,1,2,46,0,365,21,28,31,106,20,571,
20210406,12,0,1,00,0,16617,917,2645,2043,715,313,23250,
20210406,12,0,1,00,1,3423,186,349,266,167,479,4870,
20210406,12,0,1,10,0,713,8,32,29,3,21,806,
20210406,12,0,1,10,1,32,2,1,7,0,3,45,
20210406,12,0,1,44,0,396,26,81,41,14,63,621,
20210406,12,0,1,44,1,20,1,0,0,0,3,24,
20210406,12,0,1,08,0,633,32,66,92,49,13,885,
20210406,12,0,1,08,1,182,2,4,8,2,2,200,
20210406,12,0,1,26,1,207,5,3,9,4,37,265,
20210406,12,0,1,43,1,63,1,4,2,2,2,74,
20210406,12,0,1,01,0,208,9,67,38,14,2,338,
20210406,12,0,1,34,0,240,8,18,25,3,5,299,
20210406,12,0,1,11,0,802,38,114,63,27,39,1083,
20210406,12,0,1,18,0,339,54,199,198,71,18,879,
20210406,12,0,1,28,0,326,22,24,5,5,39,421,
20210406,12,0,1,37,0,96,10,24,54,24,5,213,
20210406,12,0,1,46,0,30,1,5,4,0,1,41,
20210406,12,0,2,00,0,103288,4874,4285,3853,8962,4438,129700,
20210406,12,0,2,00,1,25690,1179,633,631,1176,1647,30956,
20210406,12,0,2,24,1,237,4,10,0,0,2,253,
20210406,12,0,2,10,0,5820,114,125,58,92,279,6488,
20210406,12,0,2,10,1,310,6,3,24,20,24,387,
20210406,12,0,2,44,0,3658,187,101,106,355,235,4642,
20210406,12,0,2,44,1,126,1,6,0,4,5,142,
20210406,12,0,2,27,1,1300,17,4,23,19,80,1443,
20210406,12,0,2,08,0,3605,76,94,112,428,173,4488,
20210406,12,0,2,08,1,143,0,0,0,1,5,149,
20210406,12,0,2,26,1,664,8,7,0,0,62,741,
20210406,12,0,2,43,1,501,12,1,7,7,19,547,
20210406,12,0,2,01,0,6251,189,429,398,871,129,8267,
20210406,12,0,2,34,0,3519,109,110,55,131,139,4063,
20210406,12,0,2,11,0,4879,242,160,155,296,270,6002,
20210406,12,0,2,18,0,3651,465,513,388,1042,187,6246,
20210406,12,0,2,28,0,2748,98,32,52,65,208,3203,
20210406,12,0,2,37,0,507,34,21,59,216,39,876,
20210406,12,0,2,46,0,344,23,25,35,91,14,532,
20210406,12,1,1,00,0,17551,911,3163,2511,910,1932,26978,
20210406,12,1,1,00,1,3572,205,441,382,212,465,5277,
20210406,12,1,1,24,1,185,2,18,0,0,1,206,
20210406,12,1,1,10,0,574,8,39,24,6,78,729,
20210406,12,1,1,10,1,48,0,4,11,0,7,70,
20210406,12,1,1,44,0,463,31,74,42,21,59,690,
20210406,12,1,1,44,1,34,4,0,1,0,3,42,
20210406,12,1,1,08,0,579,30,75,125,50,75,934,
20210406,12,1,1,08,1,295,2,1,13,2,3,316,
20210406,12,1,1,26,1,188,8,2,21,17,29,265,
20210406,12,1,1,43,1,371,13,34,32,12,50,512,
20210406,12,1,1,01,0,235,12,63,53,23,19,405,
20210406,12,1,1,34,0,188,10,22,11,5,22,258,
20210406,12,1,1,11,0,709,46,140,75,31,96,1097,
20210406,12,1,1,18,0,347,61,220,186,71,42,927,
20210406,12,1,1,28,0,393,17,30,10,6,61,517,
20210406,12,1,1,37,0,112,7,32,47,33,21,252,
20210406,12,1,1,46,0,30,0,9,6,2,5,52,
20210406,12,1,2,00,0,105736,5383,4859,4593,11037,4487,136095,
20210406,12,1,2,00,1,26151,1313,666,709,1272,1658,31769,
20210406,12,1,2,10,0,5441,111,131,62,116,253,6114,
